鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
北投區,房地(土地+建物),臺北市北投區三合街一段82巷91~120號,19.03,住,,,1041003,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,86.42,2,2,1,有,無,16400000,189771,,0.0,0,本案為預售。,RPWNMLTKPHNFFEA66CA
北投區,土地,豐年段三小段301~330地號,1969.44,農,,,1070601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,47660000,24200,,0.0,0,,RPWNMLSLOHNFFEA56CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段79巷1~30號,24.41,住,,,1070606,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050712,154.81,1,1,2,有,有,23880000,197902,坡道平面,44.25,2000000,,RPPPMLSLOHNFFEA68CA
北投區,車位,臺北市北投區北投路二段31~60號,0.7,住,,,1070612,土地0建物0車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,1021106,2.4699999999999998,0,0,0,有,有,790000,,塔式車位,2.47,790000,,RPPPMLTLOHNFFEA78CA
北投區,房地(土地+建物)+車位,臺北市北投區文林北路75巷31~60號,47.54,其他,,,1061128,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061117,190.88,3,2,2,有,無,10951941,57376,坡道平面,43.74,0,區段徵收專案配售。土地及建物分次登記案件。,RPORMLNJPHNFFEA18CA
北投區,房地(土地+建物)+車位,臺北市北投區福美路151~180號,48.26,其他,,,1061124,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061116,195.53,4,2,2,有,無,8781276,44910,坡道平面,43.04,0,區段徵收專案配售。土地及建物分次登記案件。,RPQRMLNJPHNFFEA38CA
北投區,房地(土地+建物)+車位,臺北市北投區福美路151~180號,48.26,其他,,,1061124,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061116,195.53,4,2,2,有,無,8652184,44250,坡道平面,43.04,0,區段徵收專案配售。土地及建物分次登記案件。,RPSRMLNJPHNFFEA58CA
士林區,土地,永新段三小段181~210地號,119.3,商,,,1070607,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,38954900,326529,,0.0,0,,RPPNMLMKPHNFFEA87CA
北投區,房地(土地+建物)+車位,臺北市北投區文林北路121~150號,27.39,住,,,1070521,土地1建物1車位2,十八層,二十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060220,399.32,0,0,0,無,有,95600000,267383,坡道平面,56.74,4000000,買賣價金含室內裝修工程費用新台幣12600000。,RPUNMLRKPHNFFEA88CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,27.73,住,,,1041023,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,175.4,3,2,2,有,無,25800000,185865,坡道平面,50.04,2500000,本案為預售。,RPRRMLSKPHNFFEA09CA
北投區,房地(土地+建物),臺北市北投區三合街一段82巷91~120號,19.03,住,,,1041023,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,86.42,2,2,1,有,無,16000000,185142,,0.0,0,本案為預售。,SPRRMLSKPHNFFEA56CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,27.73,住,,,1041205,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,175.36,3,2,2,有,無,26000000,187520,坡道平面,50.04,2500000,本案為預售。,RPWOMLSKPHNFFEA66CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,27.73,住,,,1060208,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,175.36,3,2,2,有,無,25580000,187360,坡道平面,50.04,2100000,本案為預售。,RPOPMLSKPHNFFEA58CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,27.73,住,,,1050616,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,175.36,3,2,2,有,無,26200000,187520,坡道平面,50.04,2700000,本案為預售。,RPPPMLSKPHNFFEA68CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,27.73,住,,,1041209,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,175.36,3,2,2,有,無,26500000,191510,坡道平面,50.04,2500000,本案為預售。,RPQPMLSKPHNFFEA78CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,27.73,住,,,1041213,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,175.36,3,2,2,有,無,27150000,195101,坡道平面,50.04,2700000,本案為預售。,RPRPMLSKPHNFFEA88CA
北投區,房地(土地+建物),臺北市北投區三合街一段82巷91~120號,19.03,住,,,1041222,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,86.42,2,2,1,有,無,16100000,186299,,0.0,0,本案為預售。,RPSPMLSKPHNFFEA98CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,19.17,住,,,1040925,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,136.45,2,2,1,有,無,18730000,190140,坡道平面,50.04,2300000,本案為預售。,RPTPMLSKPHNFFEA09CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,19.17,住,,,1041105,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,136.45,2,2,1,有,無,18490000,187363,坡道平面,50.04,2300000,1.本案為預售。2.權利人共二人。,RPUPMLSKPHNFFEA56CA
北投區,房地(土地+建物),臺北市北投區三合街一段82巷91~120號,19.06,住,,,1050216,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,86.42999999999999,2,2,1,有,無,15660000,181187,,0.0,0,本案為預售。,RPWPMLSKPHNFFEA76CA
北投區,房地(土地+建物),臺北市北投區三合街一段82巷91~120號,19.03,住,,,1041223,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,86.44,2,2,1,有,無,15980000,184868,,0.0,0,本案為預售。,RPXPMLSKPHNFFEA86CA
北投區,房地(土地+建物),臺北市北投區三合街一段82巷91~120號,19.03,住,,,1041009,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,86.44,2,2,1,有,無,15880000,183711,,0.0,0,本案為預售。,RPOQMLSKPHNFFEA68CA
北投區,房地(土地+建物),臺北市北投區三合街一段82巷91~120號,19.03,住,,,1041019,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,86.44,2,2,1,有,無,16030000,185447,,0.0,0,本案為預售。,RPPQMLSKPHNFFEA78CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,19.17,住,,,1040925,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,136.48000000000002,2,2,1,有,無,18200000,186256,坡道平面,50.04,2100000,本案為預售。,RPQQMLSKPHNFFEA88CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,27.74,住,,,1070401,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,175.39,3,2,2,有,無,25420000,182050,坡道平面,50.04,2600000,本案為預售。,RPRQMLSKPHNFFEA98CA
北投區,房地(土地+建物),臺北市北投區三合街一段82巷91~120號,27.58,住,,,1070327,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070423,125.36,3,2,2,有,無,22900000,182674,,0.0,0,本案為預售。,RPSQMLSKPHNFFEA09CA
士林區,土地,芝山段一小段151~180地號,5.62,其他,,,1070612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,248900,44288,,0.0,0,,RPPOMLRLOHNFFEA48CA
北投區,房地(土地+建物),臺北市北投區開明街23巷1~30號,31.33,住,,,1070524,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住商用,加強磚造,0590213,77.97,4,0,4,有,無,10000000,128254,,0.0,0,頂樓增建。,RPROMLPLOHNFFEA48CA
北投區,房地(土地+建物),臺北市北投區裕民六路90巷1~30號,17.31,住,,,1070524,土地5建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670116,93.5,3,2,1,有,無,14500000,155080,,0.0,0,,RPWNMLMLOHNFFEA58CA
松山區,房地(土地+建物),臺北市松山區南京東路五段66巷22弄31~60號,9.06,住,,,1070528,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0740107,55.92,1,1,1,有,有,12200000,218169,,0.0,0,,RPQPMLSLOHNFFDA68CA
南港區,土地,新光段二小段511~540地號,25.87,住,,,1070524,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7830000,302667,,0.0,0,,RPUOMLPJPHNFFDA58CA
南港區,土地,新光段二小段361~390地號,8.14,住,,,1070524,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2460000,302211,,0.0,0,,SPUOMLPJPHNFFDA68CA
南港區,土地,新光段二小段361~390地號,34.01,住,,,1070524,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10290000,302558,,0.0,0,,TPUOMLPJPHNFFDA78CA
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段150巷1~30號,30.66,住,,,1070523,土地1建物1車位1,十二層，十三層，電梯樓梯間,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861024,283.07,2,2,2,有,有,65000000,229633,坡道平面,55.87,0,,RPWOMLTLOHNFFDA66CA
信義區,房地(土地+建物),臺北市信義區松仁路234巷1~30號,35.57,住,,,1070603,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0860906,112.61,3,2,2,有,無,19000000,168724,,0.0,0,,RPTPMLTLOHNFFDA09CA
內湖區,房地(土地+建物),臺北市內湖區康寧路三段245巷31~60號,39.03,住,,,1070518,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750401,142.59,3,2,2,有,無,14000000,98184,,0.0,0,,RPSTMLPJPHNFFCA78CA
松山區,房地(土地+建物),臺北市松山區民生東路五段69巷29弄1~30號,42.73,住,,,1070507,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671230,156.79,4,2,2,有,無,28800000,183685,,0.0,0,,RPUOMLRLOHNFFDA88CA
松山區,房地(土地+建物),臺北市松山區民權東路五段31~60號,12.27,住,,,1070427,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710630,66.67,2,2,1,有,有,12700000,190490,,0.0,0,,RPPPMLRLOHNFFDA48CA
南港區,土地,南港段一小段121~150地號,562.0,住,,,1070430,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,203880000,362776,,0.0,0,,RPPNMLRLOHNFFDA28CA
松山區,房地(土地+建物),臺北市松山區八德路四段601~630號,7.02,商,,,1070426,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850206,66.3,1,1,1,有,有,12480000,188235,,0.0,0,,RPWOMLPLOHNFFDA88CA
南港區,房地(土地+建物)+車位,臺北市南港區松河街271~300號,17.39,商,,,1070527,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970306,141.76,3,2,2,有,有,32000000,225750,坡道機械,0.0,0,,RPWNMLQLOHNFFDA88CA
松山區,房地(土地+建物),臺北市松山區八德路三段158巷20弄31~60號,6.46,住,,,1070522,土地2建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,,32.87,0,0,0,無,有,5800000,176453,,0.0,0,,RPUPMLMLOHNFFDA48CA
內湖區,車位,臺北市內湖區文湖街21巷91~120號,0.43,住,,,1070603,土地0建物0車位1,一層,十層,其他,商業用,鋼筋混凝土造,0970723,34.81,0,0,0,有,有,1780000,,坡道平面,34.81,1780000,,RPVPMLOJPHNFFCA58CA
內湖區,車位,臺北市內湖區內湖路二段253巷1~30號,2.64,住,,,1070602,土地0建物0車位1,一層,十一層,其他,商業用,鋼筋混凝土造,0971008,35.78,0,0,0,有,有,1500000,,坡道機械,35.79,1500000,本案車位為子母車位,RPWPMLOJPHNFFCA68CA
中山區,房地(土地+建物),臺北市中山區遼寧街91~120號,23.85,住,,,1070523,土地1建物1車位0,一層，騎樓,四層,店面(店鋪),住家用,鋼筋混凝土造,0610323,63.4,0,0,0,無,無,11000000,173502,,0.0,0,,RPSPMLNKPHNFFCA28CA
中山區,房地(土地+建物),臺北市中山區民生東路二段61~90號,8.6,商,,,1070601,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690314,46.599999999999994,1,1,1,有,有,6200000,133047,,0.0,0,親友、員工或其他特殊關係間之交易。,RPRNMLRKPHNFFCA38CA
中山區,房地(土地+建物)+車位,臺北市中山區建國北路一段31~60號,6.0,住,,,1070521,土地1建物1車位1,五層,十四層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0961107,55.650000000000006,1,1,1,有,有,9800000,176101,升降機械,13.27,0,,RPOQMLSKPHNFFCA48CA
中山區,房地(土地+建物),臺北市中山區樂群二路241~270號,50.14,其他,,,1070502,土地1建物1車位0,一層，二層,十層,店面(店鋪),見其他登記事項,見其他登記事項,1041027,263.15999999999997,0,0,0,無,有,127400000,484116,,0.0,0,,SPPNMLKLPHNFFCA67CA
中山區,房地(土地+建物),臺北市中山區樂群二路271~300號,47.02,其他,,,1070502,土地1建物1車位0,一層，二層,十層,店面(店鋪),見其他登記事項,見其他登記事項,1041027,246.84000000000003,0,0,0,無,有,120000000,486145,,0.0,0,,TPPNMLKLPHNFFCA77CA
中山區,房地(土地+建物),臺北市中山區樂群二路271~300號,47.02,其他,,,1070502,土地1建物1車位0,一層，二層,十層,店面(店鋪),見其他登記事項,見其他登記事項,1041027,246.84000000000003,0,0,0,無,有,120000000,486145,,0.0,0,,UPPNMLKLPHNFFCA87CA
中山區,房地(土地+建物),臺北市中山區樂群二路271~300號,46.27,其他,,,1070502,土地1建物1車位0,一層，二層,十層,店面(店鋪),見其他登記事項,見其他登記事項,1041027,244.31,0,0,0,無,有,118850000,486472,,0.0,0,,VPPNMLKLPHNFFCA97CA
中山區,車位,臺北市中山區樂群二路265巷1~30號,21.52,其他,,,1070502,土地0建物0車位20,一層,十層,其他,見其他登記事項,見其他登記事項,1041027,463.7,0,0,0,有,有,16000000,,坡道平面,463.8,16000000,,WPPNMLKLPHNFFCA08CA
內湖區,房地(土地+建物),臺北市內湖區金龍路31~60號,31.27,住,,,1070506,土地1建物1車位0,三層，走廊,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700203,106.26,4,0,4,有,無,16200000,152456,,0.0,0,,RPQPMLOJPHNFFCA08CA
內湖區,房地(土地+建物),臺北市內湖區文德路210巷30弄31~60號,25.5,住,,,1070520,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720308,101.54,3,2,2,有,無,14700000,144771,,0.0,0,,RPTQMLTLOHNFFCA09CA
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段75巷91~120號,48.95,住,,,1070601,土地1建物1車位1,七層，八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880819,131.85,2,2,2,有,有,23000000,174441,坡道平面,38.85,0,,RPQSMLTLOHNFFCA98CA
內湖區,房地(土地+建物),臺北市內湖區內湖路三段115巷1弄1~30號,53.5,住,,,1070426,土地1建物1車位0,二層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,0571001,71.4,2,2,1,有,無,10000000,140056,,0.0,0,二親等間買賣,RPQNMLSLOHNFFCA38CA
中山區,房地(土地+建物)+車位,臺北市中山區民權東路一段61~90號,30.29,商,,,1070504,土地1建物1車位2,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050524,360.35,4,2,2,有,有,92100000,296377,坡道平面,67.48,5300000,,RPTNMLSLOHNFFCA68CA
中正區,房地(土地+建物)+車位,臺北市中正區同安街1~30號,26.27,住,,,1070514,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001110,150.67000000000002,2,2,2,有,有,27500000,201772,其他,24.29,2000000,,RPVNMLSLOHNFFAA68CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街61~90號,58.37,住,,,1070410,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031020,364.1,3,2,3,有,有,65000000,216235,坡道平面,82.0,4000000,,RPRNMLRLOHNFFCA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區陽光街92巷7弄1~30號,57.63,住,,,1070525,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801111,217.99,4,2,2,有,有,29300000,134410,坡道平面,0.0,0,,RPSNMLRLOHNFFCA48CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段121~150號,3.31,商,,,1070521,土地1建物1車位1,十二層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980106,58.96,1,1,1,有,有,7420000,125848,塔式車位,18.74,0,,RPVNMLQLOHNFFCA68CA
內湖區,房地(土地+建物),臺北市內湖區內湖路三段191巷1~30號,20.2,住,,,1070521,土地1建物1車位0,一層，停車場,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0670921,79.7,2,2,1,有,無,14600000,183187,,0.0,0,,RPQOMLQLOHNFFCA28CA
內湖區,房地(土地+建物),臺北市內湖區內湖路三段60巷12弄1~30號,31.12,住,,,1070513,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681128,95.79,3,2,2,有,無,9680000,101054,,0.0,0,,RPXOMLQLOHNFFCA98CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段339巷31~60號,36.5,住,,,1070531,土地1建物1車位0,一層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,,66.01,3,0,3,有,無,10300000,156037,,0.0,0,,RPUPMLMLOHNFFCA38CA
中山區,房地(土地+建物),臺北市中山區八德路二段61~90號,7.45,住,,,1070612,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0950323,34.09,1,1,1,有,無,9000000,264007,,0.0,0,,RPOQMLMLOHNFFCA87CA
